Province,Month,Year,Region,Region Encode,Latitude,Longitude,Average Temperature,Max Temperature,Min Temperature,Total Precipitation,Relative Humidity,Wind Speed,Wind Direction,Surface Pressure,Solar Radiation,Soil Moisture
Quảng Bình,10,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.16,33.04,17.26,3.86,85.74,1.82,46.1,97.56,14.78,0.67
Quảng Bình,11,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.87,32.51,18.45,5.49,88.08,2.17,69.0,97.66,12.55,0.67
Quảng Bình,12,2015,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,20.19,30.26,13.5,2.98,88.2,2.51,32.7,97.96,8.8,0.66
Quảng Bình,1,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,19.41,29.83,8.56,2.52,88.22,2.1,37.1,97.86,8.41,0.65
Quảng Bình,2,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,16.83,33.22,8.74,0.76,80.84,2.85,22.3,98.12,11.26,0.64
Quảng Bình,3,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.42,38.33,11.61,0.45,76.78,2.0,63.0,97.59,13.41,0.6
Quảng Bình,4,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,28.37,40.64,19.86,1.58,68.07,1.65,189.6,97.07,17.34,0.56
Quảng Bình,5,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,28.24,40.35,19.98,3.31,74.89,1.57,191.9,97.0,19.86,0.55
Quảng Bình,6,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,28.11,36.24,23.36,4.33,75.32,2.08,218.2,96.91,20.4,0.54
Quảng Bình,7,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.18,36.48,21.41,2.81,79.66,2.26,222.6,96.87,20.65,0.56
Quảng Bình,8,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.81,35.27,23.11,8.53,83.15,2.4,232.7,96.62,17.26,0.58
Quảng Bình,9,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.64,33.54,21.84,20.88,89.69,2.04,17.1,96.97,15.01,0.73
Quảng Bình,10,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.72,32.14,20.13,29.53,90.77,2.09,38.1,97.19,12.18,0.93
Quảng Bình,11,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,21.94,28.7,14.89,13.48,91.87,2.59,38.8,97.64,8.99,0.98
Quảng Bình,12,2016,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,19.27,26.5,13.49,5.07,91.47,2.75,27.8,97.83,6.18,0.97
Quảng Bình,1,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,19.26,26.25,12.76,2.87,91.16,2.37,40.1,97.82,7.76,0.94
Quảng Bình,2,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.61,31.33,12.56,1.6,87.55,2.26,52.1,97.89,11.51,0.91
Quảng Bình,3,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.56,32.71,14.21,2.87,85.94,1.81,76.5,97.48,14.5,0.87
Quảng Bình,4,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.55,34.12,15.54,2.08,83.4,1.8,73.6,97.32,16.25,0.83
Quảng Bình,5,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.0,34.95,19.61,5.13,86.68,1.64,93.3,97.12,17.4,0.79
Quảng Bình,6,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.23,32.14,22.12,3.13,87.2,2.47,226.3,96.85,20.13,0.78
Quảng Bình,7,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.51,32.43,22.54,19.51,90.81,2.06,221.3,96.79,16.58,0.83
Quảng Bình,8,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.05,32.94,22.96,7.43,88.74,2.2,218.8,96.85,17.77,0.92
Quảng Bình,9,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.06,33.63,22.41,15.05,89.46,1.69,205.3,97.05,18.3,0.95
Quảng Bình,10,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.38,30.61,18.29,14.2,91.02,2.28,35.3,97.4,11.13,0.98
Quảng Bình,11,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,21.54,34.26,15.72,10.38,91.66,2.96,26.7,97.61,7.5,0.97
Quảng Bình,12,2017,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.04,25.28,11.03,3.11,89.79,2.96,29.5,97.95,6.14,0.96
Quảng Bình,1,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.57,29.44,10.88,1.23,89.75,2.29,49.5,97.67,8.07,0.92
Quảng Bình,2,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,17.71,30.25,7.53,1.25,86.29,2.14,47.2,97.85,10.35,0.88
Quảng Bình,3,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,21.43,33.93,12.13,2.15,86.15,1.9,78.7,97.54,14.23,0.84
Quảng Bình,4,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.68,35.43,14.1,3.09,83.58,1.74,78.6,97.37,17.88,0.8
Quảng Bình,5,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.65,36.41,22.25,1.64,83.38,1.37,202.0,97.15,21.46,0.76
Quảng Bình,6,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.03,32.71,22.47,3.54,85.54,2.48,229.8,96.79,17.17,0.72
Quảng Bình,7,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.68,33.28,21.94,17.36,88.25,2.77,231.9,96.5,13.85,0.77
Quảng Bình,8,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.6,32.86,22.38,5.34,87.72,2.83,233.5,96.58,15.56,0.85
Quảng Bình,9,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.69,33.48,21.59,7.15,88.34,1.69,52.3,97.08,18.04,0.86
Quảng Bình,10,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.11,32.05,17.64,4.58,87.2,2.15,61.0,97.6,14.45,0.87
Quảng Bình,11,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.59,30.01,14.89,3.71,88.23,2.22,55.5,97.68,11.67,0.85
Quảng Bình,12,2018,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,20.53,28.82,13.5,10.23,91.09,2.58,45.6,97.83,8.61,0.9
Quảng Bình,1,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.89,25.98,13.2,1.15,90.51,2.4,46.8,97.99,8.88,0.9
Quảng Bình,2,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.61,35.59,15.9,0.86,85.21,1.67,94.9,97.65,15.48,0.85
Quảng Bình,3,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.12,37.2,17.96,1.18,84.65,1.68,75.4,97.42,15.12,0.79
Quảng Bình,4,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.35,37.06,20.88,1.8,80.94,1.45,153.5,97.16,19.57,0.73
Quảng Bình,5,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.98,40.03,22.59,5.95,84.74,1.67,215.8,96.98,18.11,0.7
Quảng Bình,6,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.11,33.22,22.97,2.75,85.03,2.3,226.8,96.81,20.97,0.68
Quảng Bình,7,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.3,32.62,22.5,7.71,85.83,2.64,231.2,96.73,18.38,0.7
Quảng Bình,8,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.19,31.87,22.33,13.04,87.44,2.62,232.0,96.62,15.36,0.71
Quảng Bình,9,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.0,31.28,20.21,28.77,88.36,2.23,18.8,97.18,15.2,0.93
Quảng Bình,10,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.31,32.52,18.78,14.62,88.64,2.15,67.1,97.52,15.51,0.95
Quảng Bình,11,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,21.69,29.85,16.8,7.13,90.14,2.56,45.0,97.69,10.42,0.97
Quảng Bình,12,2019,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.91,27.97,10.55,2.09,87.54,2.48,46.5,97.94,9.74,0.93
Quảng Bình,1,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,19.63,28.79,12.38,2.64,89.09,2.13,72.1,97.81,12.14,0.9
Quảng Bình,2,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,19.98,30.97,13.92,1.59,87.33,2.23,78.6,97.92,14.27,0.87
Quảng Bình,3,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.28,35.55,17.54,2.35,84.46,1.73,84.5,97.4,14.0,0.83
Quảng Bình,4,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.26,35.83,16.44,2.68,86.9,2.05,47.6,97.56,12.64,0.79
Quảng Bình,5,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.45,36.44,20.37,3.28,83.61,1.63,212.9,97.02,20.91,0.74
Quảng Bình,6,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.91,34.47,23.14,1.09,84.25,2.0,220.2,96.88,21.98,0.7
Quảng Bình,7,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.21,34.55,22.56,2.16,82.29,1.64,220.2,96.88,22.65,0.65
Quảng Bình,8,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.17,33.52,22.61,10.16,87.9,2.01,219.3,96.77,17.56,0.69
Quảng Bình,9,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.64,34.99,22.79,6.94,85.77,1.42,147.9,97.01,18.05,0.69
Quảng Bình,10,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.48,33.82,17.64,50.72,92.29,3.24,35.1,97.21,8.25,0.9
Quảng Bình,11,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,21.51,28.46,16.51,10.48,90.96,2.89,38.4,97.73,8.76,0.98
Quảng Bình,12,2020,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,17.8,27.86,11.59,3.71,91.32,2.84,28.6,97.9,6.17,0.96
Quảng Bình,1,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,15.99,26.71,7.37,1.15,88.53,2.45,38.8,97.93,8.53,0.93
Quảng Bình,2,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.95,32.69,11.39,1.51,86.81,1.94,69.6,97.7,13.87,0.89
Quảng Bình,3,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.9,34.67,15.61,1.66,86.29,1.89,85.6,97.47,14.27,0.84
Quảng Bình,4,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.36,36.15,19.36,5.4,85.15,1.6,98.3,97.3,17.71,0.78
Quảng Bình,5,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.01,34.79,21.1,2.3,85.01,1.48,184.3,97.02,21.77,0.78
Quảng Bình,6,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.39,33.02,22.43,9.2,86.79,2.52,224.0,96.8,19.33,0.78
Quảng Bình,7,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.22,32.93,21.92,9.65,86.86,2.55,219.2,96.74,18.86,0.79
Quảng Bình,8,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.35,33.1,22.38,2.82,87.0,2.23,220.7,96.91,20.16,0.8
Quảng Bình,9,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.7,33.76,21.77,26.18,89.43,1.67,68.6,97.09,16.14,0.91
Quảng Bình,10,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.63,31.69,18.53,29.48,91.89,2.59,30.7,97.31,9.71,0.99
Quảng Bình,11,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,21.01,30.88,15.78,4.67,90.04,2.66,36.0,97.68,8.92,0.97
Quảng Bình,12,2021,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.02,25.64,12.44,3.27,89.07,2.84,30.4,98.0,7.05,0.93
Quảng Bình,1,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,19.57,28.04,13.81,1.28,89.65,2.02,56.3,97.75,10.95,0.91
Quảng Bình,2,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,18.09,31.27,11.43,2.26,90.01,2.51,36.4,97.76,8.39,0.88
Quảng Bình,3,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.71,33.05,15.67,3.23,86.83,1.87,79.7,97.36,14.16,0.85
Quảng Bình,4,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.17,33.25,14.01,5.45,86.0,2.03,50.4,97.38,16.35,0.86
Quảng Bình,5,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.55,31.28,17.25,6.78,89.36,2.04,170.6,97.03,16.47,0.87
Quảng Bình,6,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.09,31.58,22.68,2.68,87.95,2.3,224.4,96.83,20.87,0.85
Quảng Bình,7,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.63,35.8,22.37,7.8,87.09,1.77,206.8,96.77,20.01,0.85
Quảng Bình,8,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.84,32.44,22.16,6.77,88.95,1.8,223.4,96.82,17.93,0.87
Quảng Bình,9,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.75,35.26,21.98,18.54,88.84,1.76,63.0,97.04,15.66,0.93
Quảng Bình,10,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.62,28.58,16.29,17.85,90.29,2.62,30.5,97.53,11.66,0.99
Quảng Bình,11,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,23.03,30.45,15.61,9.19,90.19,2.04,48.4,97.49,12.54,0.96
Quảng Bình,12,2022,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,17.48,24.43,12.03,4.6,89.76,2.92,30.5,97.91,6.24,0.97
Quảng Bình,1,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,16.71,28.4,8.7,1.77,89.45,2.77,23.9,97.93,8.4,0.93
Quảng Bình,2,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,20.43,32.4,13.16,1.17,87.8,2.23,59.2,97.73,10.08,0.89
Quảng Bình,3,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,21.79,34.58,14.01,1.02,86.34,2.04,76.9,97.61,14.27,0.84
Quảng Bình,4,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,25.72,35.02,19.4,1.87,85.07,1.87,158.5,97.14,15.7,0.78
Quảng Bình,5,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.14,39.67,18.76,3.49,81.79,1.83,203.8,97.02,20.62,0.74
Quảng Bình,6,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.85,34.57,23.35,3.13,85.14,2.07,224.6,96.82,20.29,0.69
Quảng Bình,7,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,27.03,34.77,23.32,4.82,84.55,2.04,221.8,96.82,21.27,0.66
Quảng Bình,8,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.59,34.7,23.15,4.95,84.26,2.84,235.3,96.77,16.38,0.67
Quảng Bình,9,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,26.26,33.11,22.05,12.47,87.09,1.57,357.0,96.98,15.31,0.68
Quảng Bình,10,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,24.64,32.92,20.47,23.91,90.63,2.29,29.6,97.48,11.14,0.87
Quảng Bình,11,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,22.34,29.58,14.59,8.99,89.86,2.49,47.3,97.79,10.73,0.97
Quảng Bình,12,2023,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,17.509599,106.4004452,19.93,29.33,12.28,8.76,91.61,2.67,38.0,97.96,7.93,0.98
Quảng Nam,1,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,18.27,25.34,13.31,3.26,90.69,2.77,34.3,96.97,7.18,0.86
Quảng Nam,2,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,20.4,29.84,13.78,0.07,85.03,1.89,68.6,96.72,15.42,0.82
Quảng Nam,3,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,20.29,30.3,13.5,1.44,87.29,2.5,40.5,96.83,13.05,0.76
Quảng Nam,4,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,23.21,32.76,15.43,0.69,84.53,1.79,69.9,96.59,18.83,0.72
Quảng Nam,5,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.01,34.93,20.35,1.52,80.84,1.48,80.3,96.25,21.85,0.67
Quảng Nam,6,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.54,34.88,22.35,2.04,81.32,1.52,218.3,95.96,20.75,0.64
Quảng Nam,7,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,27.06,36.06,21.21,0.51,74.64,1.74,223.1,95.97,20.63,0.59
Quảng Nam,8,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.83,35.76,21.45,1.96,76.58,1.56,169.6,96.08,20.48,0.56
Quảng Nam,9,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,25.32,33.65,19.99,16.73,86.77,1.64,307.9,96.07,14.72,0.62
Quảng Nam,10,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,23.59,30.49,19.41,16.55,89.6,2.23,45.7,96.51,12.36,0.83
Quảng Nam,11,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,22.22,28.39,17.04,16.7,90.08,2.59,30.2,96.66,11.28,0.93
Quảng Nam,12,2011,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,18.81,25.26,13.18,7.58,92.21,2.92,26.6,97.0,6.3,0.96
Quảng Nam,1,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,19.91,29.29,14.41,1.61,90.82,2.25,47.3,96.86,9.47,0.94
Quảng Nam,2,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,21.28,33.07,15.16,1.04,87.21,1.92,51.9,96.66,14.26,0.89
Quảng Nam,3,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,22.95,32.51,14.43,0.56,84.61,1.84,62.2,96.61,18.06,0.82
Quảng Nam,4,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,25.75,36.57,17.38,0.96,81.79,1.48,135.4,96.38,20.56,0.76
Quảng Nam,5,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.64,34.76,20.58,1.37,81.68,1.35,149.9,96.07,22.07,0.7
Quảng Nam,6,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.65,34.13,22.27,1.16,79.65,1.91,232.8,95.85,19.01,0.66
Quảng Nam,7,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.76,34.54,22.04,0.79,78.04,1.66,232.5,95.93,21.2,0.62
Quảng Nam,8,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.76,34.68,22.19,3.21,77.35,1.64,236.9,95.97,20.16,0.58
Quảng Nam,9,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,25.23,32.94,20.71,8.66,84.78,1.7,58.7,96.31,16.83,0.63
Quảng Nam,10,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,23.94,31.02,18.35,5.95,84.42,2.12,49.0,96.6,15.2,0.67
Quảng Nam,11,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,23.89,32.47,19.42,6.06,87.45,2.02,66.1,96.64,14.36,0.71
Quảng Nam,12,2012,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,21.79,29.99,14.01,2.18,87.04,2.34,55.3,96.8,12.12,0.69
Quảng Nam,1,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,19.65,26.93,13.73,0.68,86.61,2.23,49.2,97.03,11.22,0.68
Quảng Nam,2,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,22.11,33.18,16.29,0.66,83.11,2.26,68.9,96.84,16.32,0.63
Quảng Nam,3,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,24.69,36.26,15.18,0.95,76.43,1.93,89.7,96.63,18.18,0.59
Quảng Nam,4,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.93,39.35,19.25,0.48,73.22,1.79,74.8,96.38,18.24,0.55
Quảng Nam,5,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,28.17,38.4,21.84,1.02,71.61,1.48,133.9,96.21,22.68,0.53
Quảng Nam,6,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,27.5,37.82,20.43,1.15,71.97,1.72,219.0,95.98,20.62,0.51
Quảng Nam,7,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,26.91,36.21,21.95,2.59,76.16,1.43,147.6,95.99,19.57,0.5
Quảng Nam,8,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,27.17,37.32,21.73,1.49,72.98,1.84,248.7,95.96,16.92,0.5
Quảng Nam,9,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,25.47,35.47,21.06,15.69,84.11,1.6,1.7,96.14,15.31,0.55
Quảng Nam,10,2013,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,0,15.5761698,108.0527132,23.13,29.59,17.64,8.02,86.92,2.44,35.1,96.59,13.61,0.68
